SP_GESTOR;Nome_Municipio;Estação;SP_CIDPRI;DIAGNOSTICO_DESCRICAO;TOTAL_DE_CASOS
355030;São Paulo;Outono;C508;C508;276
355030;São Paulo;Primavera;K804;K804;276
350760;Bragança Paulista;Primavera;I509;I509;276
350950;Campinas;Inverno;I739;I739;276
355030;São Paulo;Inverno;S930;S930;276
351880;Guarulhos;Verão;S823;S823;276
350000;Gestão Estadual (SP);Verão;S622;S622;276
350000;Gestão Estadual (SP);Verão;C829;C829;276
355030;São Paulo;Primavera;N399;N399;276
350000;Gestão Estadual (SP);Verão;J328;J328;276
354890;São Carlos;Primavera;I509;I509;276
355030;São Paulo;Inverno;O631;O631;276
351500;Embu das Artes;Verão;O800;Parto Único Espontâneo (Normal);276
352050;Indaiatuba;Outono;I200;I200;276
350000;Gestão Estadual (SP);Verão;N309;N309;276
355030;São Paulo;Primavera;K858;K858;276
354990;São José dos Campos;Inverno;S219;S219;276
350950;Campinas;Outono;O429;O429;276
350000;Gestão Estadual (SP);Outono;S311;S311;276
350000;Gestão Estadual (SP);Inverno;Q282;Q282;276
350000;Gestão Estadual (SP);Verão;C07;C07;276
355400;Tatuí;Outono;I219;Infarto Agudo do Miocárdio (IAM);276
354870;São Bernardo do Campo;Primavera;J459;J459;276
355220;Sorocaba;Outono;I743;I743;275
354870;São Bernardo do Campo;Verão;J210;J210;275
350000;Gestão Estadual (SP);Inverno;D830;D830;275
355620;Valinhos;Primavera;O421;O421;275
350000;Gestão Estadual (SP);Inverno;I841;I841;275
350000;Gestão Estadual (SP);Outono;T864;T864;275
350000;Gestão Estadual (SP);Verão;O731;O731;275
355030;São Paulo;Outono;R32;R32;275
350000;Gestão Estadual (SP);Inverno;B342;B342;275
352900;Marília;Outono;S720;S720;275
350000;Gestão Estadual (SP);Verão;L022;L022;275
350000;Gestão Estadual (SP);Verão;E888;E888;275
354870;São Bernardo do Campo;Outono;R55;R55;275
350000;Gestão Estadual (SP);Inverno;T819;T819;275
354990;São José dos Campos;Inverno;R55;R55;275
350000;Gestão Estadual (SP);Inverno;L720;L720;275
350410;Atibaia;Inverno;N390;Infecção do Trato Urinário;275
350635;Bertioga;Verão;O800;Parto Único Espontâneo (Normal);275
350000;Gestão Estadual (SP);Inverno;R11;R11;275
350000;Gestão Estadual (SP);Outono;R11;R11;275
354870;São Bernardo do Campo;Primavera;K928;K928;275
351380;Diadema;Outono;L038;L038;275
350000;Gestão Estadual (SP);Inverno;K315;K315;275
350000;Gestão Estadual (SP);Primavera;K388;K388;275
350000;Gestão Estadual (SP);Outono;G941;G941;275
350950;Campinas;Primavera;N189;N189;275
352440;Jacareí;Verão;K929;K929;275
352720;Lorena;Verão;O820;O820;275
352240;Itapeva;Verão;I500;I500;275
350000;Gestão Estadual (SP);Primavera;Q209;Q209;275
354890;São Carlos;Primavera;N201;N201;275
350000;Gestão Estadual (SP);Primavera;L030;L030;275
351880;Guarulhos;Inverno;S525;S525;275
350320;Araraquara;Verão;S062;S062;275
350570;Barueri;Inverno;K810;K810;275
350000;Gestão Estadual (SP);Verão;S669;S669;274
354640;Santa Cruz do Rio Pardo;Inverno;O800;Parto Único Espontâneo (Normal);274
355220;Sorocaba;Verão;K359;Apendicite Aguda;274
352590;Jundiaí;Inverno;K566;K566;274
350000;Gestão Estadual (SP);Outono;K458;K458;274
355070;São Sebastião;Outono;B012;B012;274
350000;Gestão Estadual (SP);Primavera;A879;A879;274
354870;São Bernardo do Campo;Primavera;J210;J210;274
350000;Gestão Estadual (SP);Outono;Z018;Z018;274
350450;Avaré;Outono;A419;Sepse Não Especificada (Infecção Geral);274
354870;São Bernardo do Campo;Primavera;J42;J42;274
354990;São José dos Campos;Inverno;A09;A09;274
350000;Gestão Estadual (SP);Verão;N808;N808;274
352710;Lins;Inverno;O801;O801;274
353440;Osasco;Outono;J219;J219;274
354850;Santos;Outono;A499;A499;274
351880;Guarulhos;Primavera;K920;K920;274
355100;São Vicente;Verão;I219;Infarto Agudo do Miocárdio (IAM);274
353060;Mogi das Cruzes;Inverno;O680;O680;274
350000;Gestão Estadual (SP);Primavera;N219;N219;274
353870;Piracicaba;Outono;L97;L97;274
350570;Barueri;Primavera;K810;K810;274
351360;Cunha;Inverno;J189;Pneumonia Não Especificada;274
352590;Jundiaí;Primavera;T07;T07;274
350000;Gestão Estadual (SP);Primavera;C37;C37;274
355540;Ubatuba;Inverno;I64;Acidente Vascular Cerebral (AVC);274
350000;Gestão Estadual (SP);Primavera;K404;K404;274
350000;Gestão Estadual (SP);Outono;H409;H409;274
350000;Gestão Estadual (SP);Primavera;G930;G930;274
354850;Santos;Inverno;N180;N180;274
355030;São Paulo;Inverno;L031;L031;274
355030;São Paulo;Inverno;S920;S920;274
355030;São Paulo;Inverno;C500;C500;274
350000;Gestão Estadual (SP);Primavera;T819;T819;274
352710;Lins;Outono;A318;A318;274
354990;São José dos Campos;Primavera;R570;R570;274
355620;Valinhos;Inverno;I500;I500;274
355030;São Paulo;Primavera;I802;I802;274
350000;Gestão Estadual (SP);Outono;I611;I611;273
353470;Ourinhos;Verão;J960;J960;273
351880;Guarulhos;Outono;N47;N47;273
355030;São Paulo;Inverno;K80;K80;273
350000;Gestão Estadual (SP);Verão;N040;N040;273
355030;São Paulo;Inverno;G800;G800;273
350760;Bragança Paulista;Verão;I618;I618;273
350000;Gestão Estadual (SP);Outono;E102;E102;273
354780;Santo André;Inverno;N840;N840;273
352050;Indaiatuba;Inverno;J189;Pneumonia Não Especificada;273
350000;Gestão Estadual (SP);Verão;O810;O810;273
350650;Birigui;Verão;O809;O809;273
355410;Taubaté;Inverno;A46;A46;273
351050;Caraguatatuba;Inverno;J90;J90;273
352940;Mauá;Outono;O342;O342;273
354870;São Bernardo do Campo;Inverno;S525;S525;273
350000;Gestão Estadual (SP);Primavera;M329;M329;273
350000;Gestão Estadual (SP);Inverno;I634;I634;273
350000;Gestão Estadual (SP);Inverno;G219;G219;273
350000;Gestão Estadual (SP);Inverno;I443;I443;273
352710;Lins;Outono;J188;J188;273
350000;Gestão Estadual (SP);Verão;K860;K860;273
355030;São Paulo;Inverno;N81;N81;273
350000;Gestão Estadual (SP);Primavera;C400;C400;273
354870;São Bernardo do Campo;Inverno;C20;C20;273
354340;Ribeirão Preto;Outono;C61;C61;273
350000;Gestão Estadual (SP);Outono;I619;I619;273
354780;Santo André;Outono;S065;S065;273
354990;São José dos Campos;Primavera;N288;N288;273
350000;Gestão Estadual (SP);Verão;J391;J391;273
350000;Gestão Estadual (SP);Outono;J948;J948;273
354870;São Bernardo do Campo;Primavera;T813;T813;273
354780;Santo André;Primavera;S822;S822;273
353470;Ourinhos;Outono;I509;I509;273
354980;São José do Rio Preto;Outono;D259;D259;273
354990;São José dos Campos;Outono;R100;R100;273
354990;São José dos Campos;Inverno;O149;O149;273
352590;Jundiaí;Inverno;R100;R100;272
354880;São Caetano do Sul;Verão;K638;K638;272
350000;Gestão Estadual (SP);Primavera;N883;N883;272
350000;Gestão Estadual (SP);Outono;T857;T857;272
351050;Caraguatatuba;Verão;A419;Sepse Não Especificada (Infecção Geral);272
354870;São Bernardo do Campo;Verão;J90;J90;272
351440;Dracena;Inverno;A419;Sepse Não Especificada (Infecção Geral);272
351518;Espírito Santo do Pinhal;Primavera;J189;Pneumonia Não Especificada;272
350000;Gestão Estadual (SP);Outono;I456;I456;272
350570;Barueri;Verão;H251;H251;272
350000;Gestão Estadual (SP);Outono;S061;S061;272
355030;São Paulo;Inverno;O24;O24;272
350000;Gestão Estadual (SP);Verão;M480;M480;272
351380;Diadema;Inverno;K920;K920;272
354990;São José dos Campos;Primavera;K285;K285;272
350000;Gestão Estadual (SP);Outono;K297;K297;272
354880;São Caetano do Sul;Outono;J218;J218;272
355030;São Paulo;Outono;N049;N049;272
354780;Santo André;Verão;I618;I618;272
350570;Barueri;Inverno;A46;A46;272
350000;Gestão Estadual (SP);Primavera;H332;H332;272
350000;Gestão Estadual (SP);Verão;C240;C240;272
350760;Bragança Paulista;Outono;J180;J180;272
350000;Gestão Estadual (SP);Verão;M512;M512;272
352470;Jaguariúna;Primavera;O809;O809;272
355030;São Paulo;Inverno;O069;O069;272
350550;Barretos;Inverno;I251;I251;272
352590;Jundiaí;Verão;T149;T149;272
354850;Santos;Verão;O700;O700;272
354340;Ribeirão Preto;Outono;K929;K929;272
351870;Guarujá;Inverno;T07;T07;272
352670;Leme;Primavera;A419;Sepse Não Especificada (Infecção Geral);272
355030;São Paulo;Verão;S420;S420;272
354870;São Bernardo do Campo;Inverno;N47;N47;272
354880;São Caetano do Sul;Verão;I500;I500;272
351380;Diadema;Verão;I210;I210;272
355030;São Paulo;Verão;S026;S026;272
354780;Santo André;Verão;A46;A46;272
351870;Guarujá;Outono;N179;N179;271
350000;Gestão Estadual (SP);Inverno;M542;M542;271
350000;Gestão Estadual (SP);Outono;F199;F199;271
350000;Gestão Estadual (SP);Primavera;H409;H409;271
354870;São Bernardo do Campo;Verão;I209;I209;271
354780;Santo André;Verão;I48;I48;271
353470;Ourinhos;Primavera;I251;I251;271
352430;Jaboticabal;Outono;J189;Pneumonia Não Especificada;271
350635;Bertioga;Outono;O800;Parto Único Espontâneo (Normal);271
350000;Gestão Estadual (SP);Verão;A409;A409;271
352530;Jaú;Inverno;I200;I200;271
352940;Mauá;Verão;N180;N180;271
352320;Itararé;Outono;A90;Dengue Clássica;271
355030;São Paulo;Verão;M411;M411;271
350000;Gestão Estadual (SP);Primavera;T213;T213;271
354580;Santa Bárbara d'Oeste;Verão;K929;K929;271
351870;Guarujá;Verão;S822;S822;271
350000;Gestão Estadual (SP);Inverno;F71;F71;271
355030;São Paulo;Primavera;B258;B258;271
352220;Itapecerica da Serra;Primavera;O809;O809;271
350950;Campinas;Primavera;Q213;Q213;271
355030;São Paulo;Inverno;E106;E106;271
353870;Piracicaba;Verão;A418;A418;271
354780;Santo André;Outono;I743;I743;271
355030;São Paulo;Inverno;I620;I620;271
354850;Santos;Verão;O701;O701;271
351880;Guarulhos;Inverno;K359;Apendicite Aguda;271
352240;Itapeva;Primavera;J180;J180;271
350000;Gestão Estadual (SP);Inverno;A491;A491;271
354870;São Bernardo do Campo;Verão;N40;N40;271
350000;Gestão Estadual (SP);Verão;S061;S061;271
350000;Gestão Estadual (SP);Verão;P002;P002;271
352190;Itajobi;Outono;J180;J180;271
354990;São José dos Campos;Primavera;K550;K550;271
352050;Indaiatuba;Primavera;K802;K802;270
354780;Santo André;Inverno;N841;N841;270
353060;Mogi das Cruzes;Primavera;S420;S420;270
354990;São José dos Campos;Outono;R02;R02;270
350000;Gestão Estadual (SP);Inverno;F72;F72;270
355620;Valinhos;Verão;I64;Acidente Vascular Cerebral (AVC);270
350950;Campinas;Outono;S720;S720;270
354990;São José dos Campos;Outono;O420;O420;270
350210;Andradina;Outono;O639;O639;270
350000;Gestão Estadual (SP);Verão;C692;C692;270
354880;São Caetano do Sul;Outono;O809;O809;270
351110;Gestão Estadual (SP);Verão;F192;F192;270
355410;Taubaté;Primavera;I638;I638;270
355060;São Roque;Outono;J189;Pneumonia Não Especificada;270
355030;São Paulo;Outono;D759;D759;270
354780;Santo André;Verão;S718;S718;270
350960;Campo Limpo Paulista;Verão;J180;J180;270
350000;Gestão Estadual (SP);Primavera;I674;I674;270
355220;Sorocaba;Verão;C910;C910;270
350000;Gestão Estadual (SP);Verão;S663;S663;270
352260;Itapira;Verão;O829;O829;270
350450;Avaré;Verão;N390;Infecção do Trato Urinário;270
354980;São José do Rio Preto;Inverno;J90;J90;270
350000;Gestão Estadual (SP);Outono;G432;G432;270
350270;Apiaí;Outono;O622;O622;270
354870;São Bernardo do Campo;Primavera;K838;K838;270
352690;Limeira;Outono;A90;Dengue Clássica;270
355030;São Paulo;Outono;K830;K830;269
350000;Gestão Estadual (SP);Outono;N738;N738;269
354990;São José dos Campos;Verão;K921;K921;269
350450;Avaré;Inverno;S069;S069;269
352050;Indaiatuba;Verão;N189;N189;269
355030;São Paulo;Verão;N328;N328;269
354990;São José dos Campos;Outono;O808;O808;269
354990;São José dos Campos;Verão;K564;K564;269
354870;São Bernardo do Campo;Inverno;C56;C56;269
351350;Cubatão;Outono;R02;R02;269
354780;Santo André;Inverno;J984;J984;269
355640;Vargem Grande do Sul;Verão;Z039;Z039;269
352590;Jundiaí;Outono;J938;J938;269
355030;São Paulo;Verão;C189;C189;269
355030;São Paulo;Inverno;S860;S860;269
352260;Itapira;Primavera;O829;O829;269
350000;Gestão Estadual (SP);Primavera;O731;O731;269
353130;Monte Alto;Outono;A419;Sepse Não Especificada (Infecção Geral);269
350000;Gestão Estadual (SP);Inverno;Q750;Q750;269
355030;São Paulo;Primavera;I50;I50;269
350000;Gestão Estadual (SP);Primavera;F316;F316;269
350320;Araraquara;Outono;I469;I469;269
355220;Sorocaba;Inverno;C61;C61;269
350590;Batatais;Inverno;R100;R100;269
354060;Porto Feliz;Inverno;O829;O829;269
354990;São José dos Campos;Inverno;K921;K921;269
350000;Gestão Estadual (SP);Outono;C671;C671;269
352720;Lorena;Outono;R100;R100;269
352390;Itu;Primavera;O800;Parto Único Espontâneo (Normal);269
355060;São Roque;Inverno;J180;J180;269
353650;Paulínia;Primavera;O809;O809;269
354520;Salto;Outono;A90;Dengue Clássica;269
350000;Gestão Estadual (SP);Primavera;I718;I718;269
350000;Gestão Estadual (SP);Outono;F311;F311;268
355100;São Vicente;Inverno;A419;Sepse Não Especificada (Infecção Geral);268
355030;São Paulo;Outono;S270;S270;268
355030;São Paulo;Inverno;P221;P221;268
352590;Jundiaí;Inverno;S064;S064;268
354990;São José dos Campos;Verão;C61;C61;268
350570;Barueri;Verão;J44;J44;268
351880;Guarulhos;Inverno;F200;F200;268
355030;São Paulo;Inverno;T07;T07;268
354780;Santo André;Inverno;K811;K811;268
353550;Paraguaçu Paulista;Verão;O829;O829;268
350000;Gestão Estadual (SP);Inverno;M242;M242;268
350330;Araras;Inverno;Z302;Z302;268
354990;São José dos Campos;Primavera;S823;S823;268
351020;Capão Bonito;Primavera;O759;O759;268
350000;Gestão Estadual (SP);Inverno;Z511;Z511;268
354060;Porto Feliz;Verão;A419;Sepse Não Especificada (Infecção Geral);268
350000;Gestão Estadual (SP);Outono;C488;C488;268
354870;São Bernardo do Campo;Primavera;P228;P228;268
350550;Barretos;Primavera;T813;T813;268
350320;Araraquara;Outono;R570;R570;268
350000;Gestão Estadual (SP);Outono;B203;B203;268
350000;Gestão Estadual (SP);Verão;M840;M840;268
355030;São Paulo;Outono;I248;I248;268
354990;São José dos Campos;Inverno;R579;R579;268
350000;Gestão Estadual (SP);Primavera;K261;K261;268
350000;Gestão Estadual (SP);Inverno;Z418;Z418;268
350000;Gestão Estadual (SP);Primavera;D371;D371;268
350000;Gestão Estadual (SP);Inverno;K828;K828;268
350160;Americana;Inverno;I219;Infarto Agudo do Miocárdio (IAM);267
350570;Barueri;Inverno;J441;J441;267
351880;Guarulhos;Outono;O681;O681;267
350320;Araraquara;Verão;G409;G409;267
352440;Jacareí;Outono;S721;S721;267
351870;Guarujá;Verão;S060;S060;267
354870;São Bernardo do Campo;Primavera;J90;J90;267
350000;Gestão Estadual (SP);Outono;G062;G062;267
350010;Adamantina;Verão;I500;I500;267
350000;Gestão Estadual (SP);Primavera;I341;I341;267
350000;Gestão Estadual (SP);Inverno;C446;C446;267
355060;São Roque;Inverno;J449;J449;267
350000;Gestão Estadual (SP);Verão;L030;L030;267
352900;Marília;Outono;J159;Pneumonia Bacteriana;267
350000;Gestão Estadual (SP);Inverno;I744;I744;267
354870;São Bernardo do Campo;Inverno;N201;N201;267
350000;Gestão Estadual (SP);Verão;H445;H445;267
355410;Taubaté;Inverno;N179;N179;267
351630;Francisco Morato;Outono;I64;Acidente Vascular Cerebral (AVC);267
350000;Gestão Estadual (SP);Primavera;M848;M848;267
355030;São Paulo;Primavera;M009;M009;267
352230;Itapetininga;Outono;A90;Dengue Clássica;267
355030;São Paulo;Verão;O230;O230;267
350550;Barretos;Outono;J159;Pneumonia Bacteriana;267
354980;São José do Rio Preto;Primavera;I209;I209;267
350000;Gestão Estadual (SP);Outono;F321;F321;267
350000;Gestão Estadual (SP);Outono;E119;E119;267
350450;Avaré;Inverno;O809;O809;267
350450;Avaré;Verão;S065;S065;267
350000;Gestão Estadual (SP);Outono;F239;F239;267
352430;Jaboticabal;Outono;I64;Acidente Vascular Cerebral (AVC);267
354640;Santa Cruz do Rio Pardo;Outono;O820;O820;267
352470;Jaguariúna;Verão;J189;Pneumonia Não Especificada;266
353930;Pirassununga;Primavera;J159;Pneumonia Bacteriana;266
355250;Suzano;Inverno;Z302;Z302;266
355210;Socorro;Primavera;N399;N399;266
352270;Itápolis;Outono;I64;Acidente Vascular Cerebral (AVC);266
354390;Rio Claro;Inverno;I64;Acidente Vascular Cerebral (AVC);266
353440;Osasco;Inverno;I509;I509;266
354990;São José dos Campos;Primavera;C349;C349;266
350000;Gestão Estadual (SP);Verão;J329;J329;266
355540;Ubatuba;Inverno;J189;Pneumonia Não Especificada;266
354880;São Caetano do Sul;Verão;A419;Sepse Não Especificada (Infecção Geral);266
355030;São Paulo;Outono;S063;S063;266
355030;São Paulo;Primavera;C910;C910;266
350000;Gestão Estadual (SP);Primavera;F500;F500;266
351340;Cruzeiro;Outono;K804;K804;266
352940;Mauá;Inverno;T023;T023;266
354990;São José dos Campos;Verão;O420;O420;266
350000;Gestão Estadual (SP);Inverno;I21;I21;266
352320;Itararé;Inverno;O800;Parto Único Espontâneo (Normal);266
352440;Jacareí;Inverno;J449;J449;266
355030;São Paulo;Inverno;C169;C169;266
352260;Itapira;Outono;I64;Acidente Vascular Cerebral (AVC);266
350000;Gestão Estadual (SP);Primavera;C139;C139;266
355030;São Paulo;Outono;K928;K928;266
353870;Piracicaba;Verão;D649;D649;266
350000;Gestão Estadual (SP);Outono;B550;B550;266
354980;São José do Rio Preto;Primavera;I500;I500;266
350000;Gestão Estadual (SP);Primavera;T029;T029;266
350000;Gestão Estadual (SP);Verão;I803;I803;266
354870;São Bernardo do Campo;Verão;M545;M545;266
354870;São Bernardo do Campo;Inverno;S826;S826;266
355170;Sertãozinho;Primavera;O829;O829;266
350000;Gestão Estadual (SP);Inverno;O731;O731;266
350000;Gestão Estadual (SP);Inverno;C493;C493;265
354340;Ribeirão Preto;Outono;L989;L989;265
354990;São José dos Campos;Verão;K768;K768;265
355030;São Paulo;Outono;M219;M219;265
350000;Gestão Estadual (SP);Verão;S219;S219;265
350550;Barretos;Primavera;I200;I200;265
354850;Santos;Primavera;D649;D649;265
354780;Santo André;Primavera;S721;S721;265
350000;Gestão Estadual (SP);Inverno;D376;D376;265
350320;Araraquara;Verão;I509;I509;265
351340;Cruzeiro;Verão;I64;Acidente Vascular Cerebral (AVC);265
354970;São José do Rio Pardo;Verão;I64;Acidente Vascular Cerebral (AVC);265
352050;Indaiatuba;Verão;T068;T068;265
355030;São Paulo;Primavera;M968;M968;265
350000;Gestão Estadual (SP);Verão;N328;N328;265
350950;Campinas;Primavera;O149;O149;265
354390;Rio Claro;Verão;O16;O16;265
354870;São Bernardo do Campo;Inverno;Q210;Q210;265
350000;Gestão Estadual (SP);Outono;R17;R17;265
352900;Marília;Outono;A90;Dengue Clássica;265
352470;Jaguariúna;Outono;K808;K808;265
351860;Guariba;Outono;O800;Parto Único Espontâneo (Normal);265
352640;Laranjal Paulista;Verão;O809;O809;265
350000;Gestão Estadual (SP);Verão;N872;N872;265
354990;São José dos Campos;Inverno;O619;O619;265
350000;Gestão Estadual (SP);Verão;N750;N750;265
355030;São Paulo;Verão;N939;N939;265
350000;Gestão Estadual (SP);Primavera;E106;E106;265
351518;Espírito Santo do Pinhal;Primavera;A419;Sepse Não Especificada (Infecção Geral);265
350590;Batatais;Outono;I500;I500;265
355220;Sorocaba;Verão;N201;N201;265
350000;Gestão Estadual (SP);Outono;C773;C773;265
350000;Gestão Estadual (SP);Verão;B417;B417;265
354870;São Bernardo do Campo;Primavera;S068;S068;265
352230;Itapetininga;Primavera;N399;N399;265
350000;Gestão Estadual (SP);Outono;T850;T850;265
350000;Gestão Estadual (SP);Inverno;I691;I691;265
353470;Ourinhos;Inverno;I219;Infarto Agudo do Miocárdio (IAM);265
350000;Gestão Estadual (SP);Primavera;P95;P95;265
350000;Gestão Estadual (SP);Inverno;M191;M191;265
355400;Tatuí;Verão;O808;O808;265
350000;Gestão Estadual (SP);Primavera;S624;S624;265
355540;Ubatuba;Verão;I64;Acidente Vascular Cerebral (AVC);265
355070;São Sebastião;Primavera;G450;G450;265
350000;Gestão Estadual (SP);Outono;O669;O669;265
354730;Santana de Parnaíba;Outono;J189;Pneumonia Não Especificada;265
355540;Ubatuba;Outono;A419;Sepse Não Especificada (Infecção Geral);265
353470;Ourinhos;Verão;A09;A09;265
354880;São Caetano do Sul;Primavera;K808;K808;264
354870;São Bernardo do Campo;Inverno;O429;O429;264
355030;São Paulo;Verão;K402;K402;264
354780;Santo André;Primavera;N188;N188;264
354780;Santo André;Outono;O820;O820;264
350950;Campinas;Verão;F200;F200;264
350000;Gestão Estadual (SP);Primavera;J18;J18;264
354990;São José dos Campos;Primavera;G992;G992;264
355030;São Paulo;Outono;N819;N819;264
350000;Gestão Estadual (SP);Primavera;Q532;Q532;264
353060;Mogi das Cruzes;Primavera;S720;S720;264
351340;Cruzeiro;Inverno;M848;M848;264
354870;São Bernardo do Campo;Primavera;N179;N179;264
354760;Santa Rosa de Viterbo;Inverno;H251;H251;264
354780;Santo André;Inverno;L989;L989;264
355030;São Paulo;Outono;C678;C678;264
350000;Gestão Estadual (SP);Primavera;N950;N950;264
350550;Barretos;Outono;I219;Infarto Agudo do Miocárdio (IAM);264
350000;Gestão Estadual (SP);Outono;A169;A169;264
355030;São Paulo;Outono;N110;N110;264
350000;Gestão Estadual (SP);Primavera;D434;D434;264
350000;Gestão Estadual (SP);Verão;J343;J343;264
350000;Gestão Estadual (SP);Outono;A311;A311;264
355250;Suzano;Verão;P073;P073;264
352470;Jaguariúna;Verão;N390;Infecção do Trato Urinário;264
350550;Barretos;Primavera;G409;G409;264
355030;São Paulo;Verão;K591;K591;264
355030;São Paulo;Primavera;T659;T659;264
353650;Paulínia;Outono;K810;K810;264
353730;Penápolis;Outono;O640;O640;263
355620;Valinhos;Primavera;I500;I500;263
350950;Campinas;Inverno;B169;B169;263
353190;Morro Agudo;Verão;N189;N189;263
350000;Gestão Estadual (SP);Primavera;A491;A491;263
354870;São Bernardo do Campo;Primavera;J960;J960;263
354870;São Bernardo do Campo;Verão;K703;K703;263
355100;São Vicente;Outono;J189;Pneumonia Não Especificada;263
351870;Guarujá;Inverno;I219;Infarto Agudo do Miocárdio (IAM);263
354990;São José dos Campos;Outono;C189;C189;263
350000;Gestão Estadual (SP);Inverno;E441;E441;263
350700;Boituva;Outono;J189;Pneumonia Não Especificada;263
355250;Suzano;Primavera;S721;S721;263
354340;Ribeirão Preto;Inverno;P073;P073;263
352230;Itapetininga;Primavera;O759;O759;263
352230;Itapetininga;Inverno;N399;N399;263
350000;Gestão Estadual (SP);Outono;I370;I370;263
354580;Santa Bárbara d'Oeste;Primavera;Z302;Z302;263
350000;Gestão Estadual (SP);Primavera;H448;H448;263
350000;Gestão Estadual (SP);Primavera;G931;G931;263
350000;Gestão Estadual (SP);Outono;G550;G550;263
350000;Gestão Estadual (SP);Primavera;S527;S527;263
355400;Tatuí;Outono;O808;O808;263
354890;São Carlos;Inverno;I509;I509;263
354580;Santa Bárbara d'Oeste;Primavera;I219;Infarto Agudo do Miocárdio (IAM);263
350000;Gestão Estadual (SP);Primavera;I772;I772;263
352590;Jundiaí;Verão;F29;F29;263
354780;Santo André;Verão;O820;O820;263
350000;Gestão Estadual (SP);Primavera;K35;K35;263
350000;Gestão Estadual (SP);Outono;D591;D591;263
352590;Jundiaí;Primavera;N179;N179;263
355030;São Paulo;Primavera;N188;N188;262
350000;Gestão Estadual (SP);Primavera;C65;C65;262
351880;Guarulhos;Verão;T131;T131;262
353730;Penápolis;Primavera;Z302;Z302;262
354780;Santo André;Verão;E876;E876;262
354850;Santos;Outono;K564;K564;262
355030;São Paulo;Primavera;K850;K850;262
354390;Rio Claro;Inverno;I500;I500;262
352050;Indaiatuba;Verão;K579;K579;262
350880;Cafelândia;Inverno;J189;Pneumonia Não Especificada;262
355030;São Paulo;Verão;G560;G560;262
353060;Mogi das Cruzes;Primavera;O750;O750;262
352720;Lorena;Outono;O330;O330;262
350000;Gestão Estadual (SP);Outono;J21;J21;262
350160;Americana;Verão;J960;J960;262
352940;Mauá;Inverno;A90;Dengue Clássica;262
350000;Gestão Estadual (SP);Outono;I602;I602;262
350000;Gestão Estadual (SP);Outono;S020;S020;262
350000;Gestão Estadual (SP);Verão;S028;S028;262
350000;Gestão Estadual (SP);Primavera;A502;A502;262
352530;Jaú;Verão;N201;N201;262
354870;São Bernardo do Campo;Primavera;I209;I209;262
354990;São José dos Campos;Inverno;T009;T009;262
350000;Gestão Estadual (SP);Inverno;N309;N309;262
350000;Gestão Estadual (SP);Inverno;P399;P399;262
350320;Araraquara;Inverno;R570;R570;262
350000;Gestão Estadual (SP);Outono;D229;D229;262
352530;Jaú;Primavera;K859;K859;262
350000;Gestão Estadual (SP);Primavera;N750;N750;262
350000;Gestão Estadual (SP);Outono;H700;H700;262
350000;Gestão Estadual (SP);Verão;B259;B259;262
350000;Gestão Estadual (SP);Inverno;N750;N750;262
350950;Campinas;Inverno;J188;J188;262
351350;Cubatão;Inverno;K928;K928;262
354910;São João da Boa Vista;Outono;J449;J449;262
355030;São Paulo;Primavera;N939;N939;262
355030;São Paulo;Inverno;S923;S923;262
354100;Praia Grande;Outono;N189;N189;262
354680;Santa Isabel;Primavera;Z302;Z302;261
350000;Gestão Estadual (SP);Verão;K222;K222;261
350950;Campinas;Primavera;R104;R104;261
350000;Gestão Estadual (SP);Outono;I808;I808;261
350000;Gestão Estadual (SP);Outono;K220;K220;261
350000;Gestão Estadual (SP);Primavera;B59;B59;261
350650;Birigui;Outono;O660;O660;261
354330;Ribeirão Pires;Outono;J189;Pneumonia Não Especificada;261
350000;Gestão Estadual (SP);Primavera;C119;C119;261
354870;São Bernardo do Campo;Inverno;I702;I702;261
350000;Gestão Estadual (SP);Outono;Q391;Q391;261
350760;Bragança Paulista;Inverno;N390;Infecção do Trato Urinário;261
352270;Itápolis;Inverno;J189;Pneumonia Não Especificada;261
350000;Gestão Estadual (SP);Outono;O993;O993;261
353780;Piedade;Primavera;O829;O829;261
354870;São Bernardo do Campo;Outono;N201;N201;261
350160;Americana;Outono;I219;Infarto Agudo do Miocárdio (IAM);261
351870;Guarujá;Verão;O829;O829;261
350000;Gestão Estadual (SP);Inverno;I301;I301;261
350000;Gestão Estadual (SP);Outono;C446;C446;261
353870;Piracicaba;Outono;C61;C61;261
355250;Suzano;Primavera;Z302;Z302;261
355030;São Paulo;Primavera;T509;T509;261
355030;São Paulo;Primavera;T818;T818;261
352590;Jundiaí;Primavera;I200;I200;261
355030;São Paulo;Inverno;P009;P009;261
350000;Gestão Estadual (SP);Inverno;I713;I713;261
355030;São Paulo;Verão;K631;K631;261
355030;São Paulo;Outono;I829;I829;261
350000;Gestão Estadual (SP);Outono;E835;E835;261
354910;São João da Boa Vista;Primavera;J449;J449;261
355030;São Paulo;Primavera;P071;P071;261
354780;Santo André;Inverno;E141;E141;261
352590;Jundiaí;Inverno;K920;K920;261
351880;Guarulhos;Outono;R02;R02;261
350000;Gestão Estadual (SP);Primavera;M542;M542;260
353870;Piracicaba;Outono;A90;Dengue Clássica;260
350000;Gestão Estadual (SP);Outono;I889;I889;260
350450;Avaré;Primavera;S720;S720;260
351840;Guaratinguetá;Outono;O829;O829;260
352900;Marília;Inverno;J180;J180;260
